objectid,cl,logradouro,codbairro,bairro,total_transações,uso,principais_tipologias,média_percentual_transferido,média_área_construída,média_valor_transação,média_valor_imóvel,principal_transação_mercado,ano_transação,cd_utilizacao,mês_transação
14429115,044917,RUA FABIO LUZ,063,Méier                     ,3,RESIDENCIAL,APARTAMENTO,100,141.333333,305771.98,305771.98,COMPRA E VENDA,2023,01,9
14429116,044917,RUA FABIO LUZ,063,Méier                     ,3,RESIDENCIAL,APARTAMENTO,100,130.666666,598926.303333,598926.303333,COMPRA E VENDA,2023,01,12
14429117,044917,RUA FABIO LUZ,063,Méier                     ,3,RESIDENCIAL,CASA,100,48.333333,102811.08,102811.08,COMPRA E VENDA,2023,01,3
14429118,065672,RUA ARQUIAS CORDEIRO,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,73,239028.52,239028.52,COMPRA E VENDA,2023,01,7
14429119,067959,RUA CAROLINA SANTOS,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,91,453766.915,453766.915,COMPRA E VENDA,2023,01,5
14429120,068080,RUA CASTRO ALVES,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,66,312763.92,312763.92,COMPRA E VENDA,2023,01,3
14429121,073619,RUA ENGEN JULIAO CASTELO,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,58.5,177099.025,177099.025,COMPRA E VENDA,2023,01,1
14429122,073916,RUA ISOLINA,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,62.5,224827.65,224827.65,COMPRA E VENDA,2023,01,4
14429123,075523,RUA LUCIDIO LAGO,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,64.5,226566.345,226566.345,COMPRA E VENDA,2023,01,5
14429124,075879,RUA MAGALHAES COUTO,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,135,556212.515,556212.515,COMPRA E VENDA,2023,01,3
14429125,075879,RUA MAGALHAES COUTO,063,Méier                     ,3,RESIDENCIAL,APARTAMENTO,100,86,380842.916666,380842.916666,COMPRA E VENDA,2023,01,9
14429126,073478,RUA HENRIQUE SCHEID,066,Engenho de Dentro         ,2,RESIDENCIAL,APARTAMENTO,100,61.5,278396.77,278396.77,COMPRA E VENDA,2023,01,3
14429127,073478,RUA HENRIQUE SCHEID,066,Engenho de Dentro         ,2,RESIDENCIAL,APARTAMENTO,100,72.5,249067.75,249067.75,COMPRA E VENDA,2023,01,10
14429128,078097,RUA DAS OFICINAS JORN LUIZ MENDES,066,Engenho de Dentro         ,11,RESIDENCIAL,APARTAMENTO,100,44.272727,265096.24909,265096.24909,COMPRA E VENDA,2023,01,11
14429129,069716,RUA DOIS DE FEVEREIRO,067,Água Santa                ,3,RESIDENCIAL,APARTAMENTO,100,43,194667.01,194667.01,COMPRA E VENDA,2023,01,12
14429130,023846,RUA GOIAS,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,37,151833.54,151833.54,COMPRA E VENDA,2023,01,1
14429131,065847,RUA ASSIS CARNEIRO,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,38.5,122390.255,122390.255,COMPRA E VENDA,2023,01,2
14429132,066894,RUA DIVINO SALVADOR,069,Piedade                   ,3,RESIDENCIAL,CASA,15.75,35,9283.633333,58943.703333,COMPRA E VENDA,2023,01,3
14429133,068924,RUA CEL ALMEIDA,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,51,187604.495,187604.495,COMPRA E VENDA,2023,01,2
14429134,068924,RUA CEL ALMEIDA,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,48.5,200433.91,200433.91,COMPRA E VENDA,2023,01,8
14429135,074500,RUA JOAO PINHEIRO,069,Piedade                   ,3,RESIDENCIAL,APARTAMENTO,100,64,259324.116666,259324.116666,COMPRA E VENDA,2023,01,12
14429136,082404,RUA TEIXEIRA DE AZEVEDO,070,Abolição                  ,2,RESIDENCIAL,APARTAMENTO,75,70,101096.205,159926.205,COMPRA E VENDA,2023,01,11
14429137,065854,RUA ASSIS VASCONCELOS,071,Pilares                   ,2,RESIDENCIAL,CASA,100,131.5,276885.59,276885.59,COMPRA E VENDA,2023,01,10
14429138,072017,RUA FRANCISCA ZIEZE,071,Pilares                   ,2,RESIDENCIAL,CASA,100,45.5,64625.455,64625.455,COMPRA E VENDA,2023,01,7
14429139,031401,AVN MERITI,072,Vila Kosmos               ,3,RESIDENCIAL,APARTAMENTO,83.333333,63.666666,136737.726666,169593.44,COMPRA E VENDA,2023,01,6
14429140,042176,RUA ALECRIM,072,Vila Kosmos               ,2,RESIDENCIAL,CASA,100,126.5,240945.19,240945.19,COMPRA E VENDA,2023,01,7
14429141,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,4,RESIDENCIAL,APARTAMENTO,87.5,69.5,265801.7725,310414.6425,COMPRA E VENDA,2023,01,7
14429142,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,3,RESIDENCIAL,APARTAMENTO,100,68.333333,281272.32,281272.32,COMPRA E VENDA,2023,01,10
14429143,018986,RUA DO TRABALHO,074,Vila da Penha,3,RESIDENCIAL,CASA,16.67,61.333333,21931.333333,131561.686666,COMPRA E VENDA,2023,01,4
14429144,029157,RUA PASCAL,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,41.5,138852.57,138852.57,COMPRA E VENDA,2023,01,12
14429145,033373,RUA GALVANI,074,Vila da Penha,4,RESIDENCIAL,CASA,100,72.5,144882.475,144882.475,COMPRA E VENDA,2023,01,12
14429146,035808,AVN OLIVEIRA BELO,074,Vila da Penha,5,RESIDENCIAL,APARTAMENTO,100,78.4,397758.956,397758.956,COMPRA E VENDA,2023,01,2
14429147,035808,AVN OLIVEIRA BELO,074,Vila da Penha,4,RESIDENCIAL,APARTAMENTO,100,70.5,332606.76,332606.76,COMPRA E VENDA,2023,01,5
14429148,035808,AVN OLIVEIRA BELO,074,Vila da Penha,4,RESIDENCIAL,APARTAMENTO,100,95.75,421120.5125,421120.5125,COMPRA E VENDA,2023,01,8
14429149,035808,AVN OLIVEIRA BELO,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,84.666666,432240.806666,432240.806666,COMPRA E VENDA,2023,01,11
14429150,040758,RUA TOMAZ LOPES,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,62.5,209497.44,209497.44,COMPRA E VENDA,2023,01,9
14429151,042127,RUA TEJUPA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,43.5,116048.25,116048.25,COMPRA E VENDA,2023,01,3
14429152,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,82,463411.62,463411.62,COMPRA E VENDA,2023,01,2
14429153,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,55,279742.355,279742.355,COMPRA E VENDA,2023,01,5
14429154,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,54,274656.13,274656.13,COMPRA E VENDA,2023,01,8
14429155,014480,RUA BORJA REIS,067,Água Santa                ,3,RESIDENCIAL,APARTAMENTO,100,46.666666,159557.34,159557.34,COMPRA E VENDA,2023,01,3
14429156,069716,RUA DOIS DE FEVEREIRO,067,Água Santa                ,2,RESIDENCIAL,APARTAMENTO,100,43,165466.95,165466.95,COMPRA E VENDA,2023,01,4
14429157,069203,RUA CRUZ E SOUZA,068,Encantado                 ,2,RESIDENCIAL,APARTAMENTO,100,63.5,187448.565,187448.565,COMPRA E VENDA,2023,01,9
14429158,023846,RUA GOIAS,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,42,171134.42,171134.42,COMPRA E VENDA,2023,01,3
14429159,040105,RUA JOAQUIM MARTINS,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,120,293972.325,293972.325,COMPRA E VENDA,2023,01,12
14429160,078600,RUA PARANA,069,Piedade                   ,2,RESIDENCIAL,CASA,100,81,124290.15,124290.15,COMPRA E VENDA,2023,01,5
14429161,082008,RUA SOLIMOES,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,96,202291.08,202291.08,COMPRA E VENDA,2023,01,12
14429162,070524,RUA EDMUNDO,071,Pilares                   ,6,RESIDENCIAL,CASA,66.67,29.833333,26777.676666,40164.508333,COMPRA E VENDA,2023,01,4
14429163,071209,CAM MATEUS,071,Pilares                   ,3,RESIDENCIAL,APARTAMENTO,100,52,152477.33,152477.33,COMPRA E VENDA,2023,01,10
14429164,031401,AVN MERITI,072,Vila Kosmos               ,2,RESIDENCIAL,APARTAMENTO,100,75.5,207801.62,207801.62,COMPRA E VENDA,2023,01,11
14429165,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,2,RESIDENCIAL,APARTAMENTO,100,78,217922.1,217922.1,COMPRA E VENDA,2023,01,2
14429166,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,2,RESIDENCIAL,APARTAMENTO,100,57.5,253858.995,253858.995,COMPRA E VENDA,2023,01,5
14429167,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,3,RESIDENCIAL,APARTAMENTO,100,58.333333,259566.62,259566.62,COMPRA E VENDA,2023,01,8
14429168,025262,RUA DA INSPIRACAO,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,70.333333,278938.946666,278938.946666,COMPRA E VENDA,2023,01,1
14429169,033373,RUA GALVANI,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,50.005,55.5,94865.39,206454.23,COMPRA E VENDA,2023,01,6
14429170,035808,AVN OLIVEIRA BELO,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,71.5,363836.39,363836.39,COMPRA E VENDA,2023,01,3
14429171,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,57,306868.89,306868.89,COMPRA E VENDA,2023,01,7
14429172,098566,RUA PAULA BARROS,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,109,455517.736666,455517.736666,COMPRA E VENDA,2023,01,7
14429173,098574,RUA GAL OTAVIO POVOA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,90,425057.485,425057.485,COMPRA E VENDA,2023,01,8
14429174,107045,RUA ALICE TIBIRICA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,61,262808.475,262808.475,COMPRA E VENDA,2023,01,1
14429175,107045,RUA ALICE TIBIRICA,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,64,233740.646666,233740.646666,COMPRA E VENDA,2023,01,8
14429176,107045,RUA ALICE TIBIRICA,074,Vila da Penha,4,RESIDENCIAL,APARTAMENTO,100,61,227111.1125,227111.1125,COMPRA E VENDA,2023,01,11
14429177,010645,ETR DA AGUA GRANDE,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,68.5,235160.24,235160.24,COMPRA E VENDA,2023,01,10
14429178,011544,RUA CAOBI,076,Irajá,17,RESIDENCIAL,APARTAMENTO,100,55.352941,204217.997647,204217.997647,COMPRA E VENDA,2023,01,3
14429179,011544,RUA CAOBI,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,52,186133.39,186133.39,COMPRA E VENDA,2023,01,6
14429180,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,70.5,270568.735,270568.735,COMPRA E VENDA,2023,01,1
14429181,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,89.666666,361326.88,361326.88,COMPRA E VENDA,2023,01,7
14429182,016790,RUA CITERIA,076,Irajá,35,RESIDENCIAL,APARTAMENTO,100,42.028571,195599.564857,195599.564857,COMPRA E VENDA,2023,01,8
14429183,016790,RUA CITERIA,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,42.333333,203110.4,203110.4,COMPRA E VENDA,2023,01,11
14429184,018242,ETR CEL VIEIRA,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,48,144148.595,144148.595,COMPRA E VENDA,2023,01,1
14429185,073478,RUA HENRIQUE SCHEID,066,Engenho de Dentro         ,4,RESIDENCIAL,APARTAMENTO,100,59,256536.18,256536.18,COMPRA E VENDA,2023,01,7
14429186,078097,RUA DAS OFICINAS JORN LUIZ MENDES,066,Engenho de Dentro         ,7,RESIDENCIAL,APARTAMENTO,100,44.714285,256448.937142,256448.937142,COMPRA E VENDA,2023,01,10
14429187,078097,RUA DAS OFICINAS JORN LUIZ MENDES,066,Engenho de Dentro         ,3,RESIDENCIAL,CASA,100,191,442731.886666,442731.886666,COMPRA E VENDA,2023,01,11
14429188,043455,RUA VIOLETA,067,Água Santa                ,3,RESIDENCIAL,APARTAMENTO,100,49.333333,104113.583333,104113.583333,COMPRA E VENDA,2023,01,3
14429189,069716,RUA DOIS DE FEVEREIRO,067,Água Santa                ,2,RESIDENCIAL,APARTAMENTO,100,58.5,158110.355,158110.355,COMPRA E VENDA,2023,01,3
14429190,023846,RUA GOIAS,068,Encantado                 ,2,RESIDENCIAL,APARTAMENTO,100,40,125029.88,125029.88,COMPRA E VENDA,2023,01,1
14429191,068924,RUA CEL ALMEIDA,069,Piedade                   ,4,RESIDENCIAL,APARTAMENTO,100,52.5,193122.2625,193122.2625,COMPRA E VENDA,2023,01,6
14429192,068924,RUA CEL ALMEIDA,069,Piedade                   ,2,RESIDENCIAL,APARTAMENTO,100,49,180247.445,180247.445,COMPRA E VENDA,2023,01,9
14429193,072835,RUA GOMES SERPA,069,Piedade                   ,2,RESIDENCIAL,CASA,100,72.5,209995.66,209995.66,COMPRA E VENDA,2023,01,3
14429194,134932,RUA IVAN DE OLIVEIRA LIMA,071,Pilares                   ,2,RESIDENCIAL,APARTAMENTO,100,54,125305.63,125305.63,COMPRA E VENDA,2023,01,7
14429195,044214,RUA TEMBES,072,Vila Kosmos               ,2,RESIDENCIAL,CASA,100,74.5,190660.98,190660.98,COMPRA E VENDA,2023,01,10
14429196,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,3,RESIDENCIAL,APARTAMENTO,100,84.333333,347131.196666,347131.196666,COMPRA E VENDA,2023,01,6
14429197,010223,RUA BERNARDO TAVEIRA,073,Vicente de Carvalho       ,2,RESIDENCIAL,APARTAMENTO,100,66.5,277942.555,277942.555,COMPRA E VENDA,2023,01,9
14429198,031401,AVN MERITI,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,153,500183.01,500183.01,COMPRA E VENDA,2023,01,9
14429199,033373,RUA GALVANI,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,59,157398.77,157398.77,COMPRA E VENDA,2023,01,4
14429200,035808,AVN OLIVEIRA BELO,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,78,397238.865,397238.865,COMPRA E VENDA,2023,01,6
14429201,035808,AVN OLIVEIRA BELO,074,Vila da Penha,4,RESIDENCIAL,APARTAMENTO,75.25,77.5,308344.46,393988.6175,COMPRA E VENDA,2023,01,9
14429202,035808,AVN OLIVEIRA BELO,074,Vila da Penha,6,RESIDENCIAL,APARTAMENTO,100,81.166666,394541.116666,394541.116666,COMPRA E VENDA,2023,01,12
14429203,037416,RUA SAO JOAO GUALBERTO,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,76,433818.855,433818.855,COMPRA E VENDA,2023,01,8
14429204,037416,RUA SAO JOAO GUALBERTO,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,75,62,141881.99,192554.13,COMPRA E VENDA,2023,01,11
14429205,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,4,RESIDENCIAL,APARTAMENTO,100,77.75,415233.755,415233.755,COMPRA E VENDA,2023,01,3
14429206,059006,RUA ENGEN LAFAYETTE STOCKLER,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,55.333333,281437.763333,281437.763333,COMPRA E VENDA,2023,01,9
14429207,107045,RUA ALICE TIBIRICA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,68,323202.585,323202.585,COMPRA E VENDA,2023,01,5
14429208,129510,AVN PADRE ROSER,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,75.5,355009.775,355009.775,COMPRA E VENDA,2023,01,11
14429209,001560,RUA VEREAD ALEXANDRINO SOARES,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,86,222817.295,222817.295,COMPRA E VENDA,2023,01,7
14429210,010645,ETR DA AGUA GRANDE,076,Irajá,5,RESIDENCIAL,APARTAMENTO,100,61.6,238097.456,238097.456,COMPRA E VENDA,2023,01,6
14429211,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,94.5,362677.24,362677.24,COMPRA E VENDA,2023,01,5
14429212,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,59.333333,236241.256666,236241.256666,COMPRA E VENDA,2023,01,8
14429213,016790,RUA CITERIA,076,Irajá,111,RESIDENCIAL,APARTAMENTO,100,42.027027,166510.306306,166510.306306,COMPRA E VENDA,2023,01,6
14429214,016790,RUA CITERIA,076,Irajá,17,RESIDENCIAL,APARTAMENTO,100,42.411764,200007.629411,200007.629411,COMPRA E VENDA,2023,01,9
14429215,075879,RUA MAGALHAES COUTO,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,124.5,537554.52,537554.52,COMPRA E VENDA,2023,01,12
14429216,078568,RUA CONEGO TOBIAS,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,87.5,67.5,199927.655,228510.275,COMPRA E VENDA,2023,01,2
14429217,078568,RUA CONEGO TOBIAS,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,62.5,209048.475,209048.475,COMPRA E VENDA,2023,01,8
14429218,088781,RUA PADRE ILDEFONSO PENALBA,063,Méier                     ,4,RESIDENCIAL,APARTAMENTO,100,80.25,354765.35,354765.35,COMPRA E VENDA,2023,01,1
14429219,088781,RUA PADRE ILDEFONSO PENALBA,063,Méier                     ,2,RESIDENCIAL,APARTAMENTO,100,65.5,247080.045,247080.045,COMPRA E VENDA,2023,01,7
14429220,068718,RUA CONSEL AGOSTINHO,064,Todos os Santos           ,3,RESIDENCIAL,APARTAMENTO,100,62.666666,218765.22,218765.22,COMPRA E VENDA,2023,01,11
14429221,070342,RUA PAULO SILVA ARAUJO,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,75,318489.28,318489.28,COMPRA E VENDA,2023,01,1
14429222,070342,RUA PAULO SILVA ARAUJO,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,54.5,193644.1,193644.1,COMPRA E VENDA,2023,01,4
14429223,073577,RUA HONORIO,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,39,236886.59,236886.59,COMPRA E VENDA,2023,01,6
14429224,074807,RUA JOSE BONIFACIO,064,Todos os Santos           ,3,RESIDENCIAL,APARTAMENTO,100,77.333333,328184.406666,328184.406666,COMPRA E VENDA,2023,01,2
14429225,074807,RUA JOSE BONIFACIO,064,Todos os Santos           ,7,RESIDENCIAL,APARTAMENTO,100,85.428571,376303.412857,376303.412857,COMPRA E VENDA,2023,01,5
14429226,074807,RUA JOSE BONIFACIO,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,62.5,274108.25,274108.25,COMPRA E VENDA,2023,01,8
14429227,079301,RUA PIAUI,064,Todos os Santos           ,6,RESIDENCIAL,APARTAMENTO,100,60.166666,298686.09,298686.09,COMPRA E VENDA,2023,01,3
14429228,079301,RUA PIAUI,064,Todos os Santos           ,10,RESIDENCIAL,APARTAMENTO,100,68.4,335622.457,335622.457,COMPRA E VENDA,2023,01,6
14429229,081034,RUA SAO BRAZ,064,Todos os Santos           ,4,RESIDENCIAL,APARTAMENTO,100,100.5,456594.2875,456594.2875,COMPRA E VENDA,2023,01,6
14429230,081034,RUA SAO BRAZ,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,54.5,178583.84,178583.84,COMPRA E VENDA,2023,01,9
14429231,081745,RUA SILVA RABELO,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,49,168767.77,168767.77,COMPRA E VENDA,2023,01,3
14429232,081745,RUA SILVA RABELO,064,Todos os Santos           ,3,RESIDENCIAL,APARTAMENTO,100,78,270799.926666,270799.926666,COMPRA E VENDA,2023,01,6
14429233,088781,RUA PADRE ILDEFONSO PENALBA,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,100,101.5,479880.89,479880.89,COMPRA E VENDA,2023,01,4
14429234,088781,RUA PADRE ILDEFONSO PENALBA,064,Todos os Santos           ,2,RESIDENCIAL,APARTAMENTO,75,94.5,241367.335,347937.64,COMPRA E VENDA,2023,01,7
14429235,063933,AVN DOM HELDER CAMARA,065,Cachambi                  ,4,RESIDENCIAL,APARTAMENTO,100,50.75,312390.9875,312390.9875,COMPRA E VENDA,2023,01,3
14429236,063933,AVN DOM HELDER CAMARA,065,Cachambi                  ,3,RESIDENCIAL,APARTAMENTO,100,58,308717.456666,308717.456666,COMPRA E VENDA,2023,01,12
14429237,066555,RUA BARCELONA,065,Cachambi                  ,2,RESIDENCIAL,APARTAMENTO,100,64,128946.885,128946.885,COMPRA E VENDA,2023,01,6
14429238,067280,RUA CACHAMBI,065,Cachambi                  ,3,RESIDENCIAL,APARTAMENTO,100,64.333333,299579.68,299579.68,COMPRA E VENDA,2023,01,1
14429239,067280,RUA CACHAMBI,065,Cachambi                  ,33,RESIDENCIAL,APARTAMENTO,100,48.151515,221756.49606,221756.49606,COMPRA E VENDA,2023,01,4
14429240,067280,RUA CACHAMBI,065,Cachambi                  ,67,RESIDENCIAL,APARTAMENTO,100,43.373134,197629.973582,197629.973582,COMPRA E VENDA,2023,01,7
14429241,067280,RUA CACHAMBI,065,Cachambi                  ,22,RESIDENCIAL,APARTAMENTO,100,47.772727,254183.126363,254183.126363,COMPRA E VENDA,2023,01,10
14429242,071654,RUA FERREIRA DE ANDRADE,065,Cachambi                  ,7,RESIDENCIAL,APARTAMENTO,100,84.857142,426957.675714,426957.675714,COMPRA E VENDA,2023,01,1
14429243,098574,RUA GAL OTAVIO POVOA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,99,454480.015,454480.015,COMPRA E VENDA,2023,01,9
14429244,107045,RUA ALICE TIBIRICA,074,Vila da Penha,3,RESIDENCIAL,APARTAMENTO,100,68,306191.94,306191.94,COMPRA E VENDA,2023,01,3
14429245,107045,RUA ALICE TIBIRICA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,61,262808.475,262808.475,COMPRA E VENDA,2023,01,6
14429246,107045,RUA ALICE TIBIRICA,074,Vila da Penha,2,RESIDENCIAL,APARTAMENTO,100,56.5,254409.47,254409.47,COMPRA E VENDA,2023,01,9
14429247,010645,ETR DA AGUA GRANDE,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,67,250940.67,250940.67,COMPRA E VENDA,2023,01,9
14429248,011544,RUA CAOBI,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,57,240036.285,240036.285,COMPRA E VENDA,2023,01,8
14429249,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,60.666666,232829.843333,232829.843333,COMPRA E VENDA,2023,01,2
14429250,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,69.5,295296.655,295296.655,COMPRA E VENDA,2023,01,9
14429251,012609,AVN PASTOR MARTIN LUTHER KING JR.,076,Irajá,4,RESIDENCIAL,APARTAMENTO,100,62.25,153061.005,153061.005,COMPRA E VENDA,2023,01,12
14429252,016170,RUA EUGENIO GUDIM,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,52.333333,182918.893333,182918.893333,COMPRA E VENDA,2023,01,12
14429253,016790,RUA CITERIA,076,Irajá,7,RESIDENCIAL,APARTAMENTO,100,41.857142,202865.745714,202865.745714,COMPRA E VENDA,2023,01,10
14429254,018242,ETR CEL VIEIRA,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,49.666666,179487.43,179487.43,COMPRA E VENDA,2023,01,3
14429255,018242,ETR CEL VIEIRA,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,51,207541.43,207541.43,COMPRA E VENDA,2023,01,9
14429256,018242,ETR CEL VIEIRA,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,44,161149.835,161149.835,COMPRA E VENDA,2023,01,12
14429257,020271,RUA ITACOATIARA,076,Irajá,2,RESIDENCIAL,CASA,84,130,191599.585,228094.745,COMPRA E VENDA,2023,01,5
14429258,025007,RUA HONORIO DE ALMEIDA,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,64,176681.685,176681.685,COMPRA E VENDA,2023,01,12
14429259,029207,RUA MONTE SANTO,076,Irajá,3,RESIDENCIAL,APARTAMENTO,100,57.666666,174593.26,174593.26,COMPRA E VENDA,2023,01,3
14429260,031559,AVN MONSEN FELIX,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,78.5,301322.88,301322.88,COMPRA E VENDA,2023,01,4
14429261,031559,AVN MONSEN FELIX,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,55,280242.675,280242.675,COMPRA E VENDA,2023,01,10
14429262,039610,RUA OURO FINO,076,Irajá,2,RESIDENCIAL,APARTAMENTO,75,65,158195.335,214849.155,COMPRA E VENDA,2023,01,6
14429263,039610,RUA OURO FINO,076,Irajá,2,RESIDENCIAL,CASA,100,88.5,149314.34,149314.34,COMPRA E VENDA,2023,01,3
14429264,113696,RUA ESTREMADURA,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,48,199137.25,199137.25,COMPRA E VENDA,2023,01,8
14429265,129510,AVN PADRE ROSER,076,Irajá,2,RESIDENCIAL,APARTAMENTO,100,54,182274.97,182274.97,COMPRA E VENDA,2023,01,8
14429266,013888,ETR DO BARRO VERMELHO,077,Colégio                   ,66,RESIDENCIAL,APARTAMENTO,100,46.363636,160821.223787,160821.223787,COMPRA E VENDA,2023,01,2
14429267,013888,ETR DO BARRO VERMELHO,077,Colégio                   ,9,RESIDENCIAL,APARTAMENTO,100,46.666666,168911.024444,168911.024444,COMPRA E VENDA,2023,01,5
14429268,013888,ETR DO BARRO VERMELHO,077,Colégio                   ,7,RESIDENCIAL,APARTAMENTO,100,46,179260.591428,179260.591428,COMPRA E VENDA,2023,01,8
14429269,021279,RUA EMILIO DE MENEZES,079,Quintino Bocaiúva         ,2,RESIDENCIAL,CASA,75,112,106717.94,186080.965,COMPRA E VENDA,2023,01,9
14429270,063933,AVN DOM HELDER CAMARA,079,Quintino Bocaiúva         ,2,RESIDENCIAL,APARTAMENTO,100,60,216522.22,216522.22,COMPRA E VENDA,2023,01,7
14429271,063933,AVN DOM HELDER CAMARA,079,Quintino Bocaiúva         ,2,RESIDENCIAL,APARTAMENTO,100,50,177474.025,177474.025,COMPRA E VENDA,2023,01,10
14429272,031666,RUA MOREIRA AZEVEDO,081,Engenheiro Leal           ,2,RESIDENCIAL,CASA,100,34,70841.365,70841.365,COMPRA E VENDA,2023,01,8
14429273,015339,RUA CAETANO DA SILVA,082,Cascadura                 ,2,RESIDENCIAL,APARTAMENTO,100,63.5,201383.37,201383.37,COMPRA E VENDA,2023,01,3
14429274,016790,RUA CITERIA,076,Irajá,6,RESIDENCIAL,APARTAMENTO,100,42.333333,195746.356666,195746.356666,COMPRA E VENDA,2023,01,12
